,price
453,0.12121212121212119
65,0.4484848484848485
55,0.48484848484848486
527,0.04545454545454544
152,0.3303030303030303
301,0.21212121212121213
60,0.4666666666666667
212,0.2721212121212121
341,0.1818181818181818
173,0.303030303030303
409,0.14545454545454542
434,0.13333333333333333
97,0.3939393939393939
464,0.11515151515151514
432,0.13333333333333333
361,0.16969696969696965
291,0.21212121212121213
430,0.13333333333333333
372,0.1636363636363636
503,0.07878787878787877
450,0.12121212121212119
146,0.33333333333333326
68,0.4424242424242424
37,0.5393939393939394
86,0.4121212121212121
186,0.2909090909090909
384,0.15757575757575756
325,0.1954545454545454
139,0.34545454545454546
168,0.303030303030303
305,0.21151515151515152
88,0.40909090909090906
286,0.21515151515151512
193,0.2842424242424242
426,0.13878787878787877
249,0.2418181818181818
143,0.33333333333333326
194,0.28181818181818175
514,0.06363636363636363
137,0.34545454545454546
41,0.5272727272727272
374,0.1636363636363636
153,0.32727272727272727
252,0.23939393939393935
245,0.2424242424242424
101,0.3878787878787878
470,0.1090909090909091
496,0.08181818181818179
57,0.4757575757575757
386,0.1545454545454545
69,0.4363636363636364
369,0.16666666666666666
242,0.2424242424242424
202,0.2727272727272727
236,0.24848484848484845
126,0.35757575757575755
381,0.1606060606060606
178,0.30121212121212115
456,0.11851515151515149
335,0.18787878787878784
442,0.12727272727272723
312,0.20333333333333334
184,0.2909090909090909
159,0.32121212121212117
270,0.22424242424242422
466,0.1090909090909091
476,0.103030303030303
215,0.2666666666666666
233,0.24848484848484845
423,0.13939393939393938
491,0.09393939393939393
155,0.32727272727272727
201,0.2727272727272727
54,0.48484848484848486
334,0.18787878787878784
460,0.11575757575757575
224,0.2606060606060606
52,0.48484848484848486
151,0.3303030303030303
188,0.28787878787878785
483,0.103030303030303
265,0.22969696969696965
294,0.21212121212121213
266,0.22969696969696965
437,0.13333333333333333
541,0.0014848484848484778
253,0.23939393939393935
304,0.21151515151515152
244,0.2424242424242424
275,0.22242424242424239
176,0.303030303030303
246,0.2424242424242424
136,0.34545454545454546
292,0.21212121212121213
158,0.3242424242424242
127,0.35757575757575755
123,0.36363636363636365
468,0.1090909090909091
316,0.19999999999999998
298,0.21212121212121213
82,0.42121212121212126
296,0.21212121212121213
273,0.22424242424242422
114,0.36969696969696975
213,0.2721212121212121
417,0.14242424242424243
234,0.24848484848484845
138,0.34545454545454546
371,0.1636363636363636
78,0.4242424242424242
338,0.18484848484848485
463,0.11515151515151514
26,0.5812121212121212
262,0.2333333333333333
264,0.23030303030303026
331,0.18787878787878784
27,0.5757575757575758
4,0.8363636363636363
142,0.33333333333333326
22,0.5969696969696969
180,0.29999999999999993
489,0.09393939393939393
70,0.4363636363636364
402,0.15151515151515152
3,0.9060606060606061
350,0.17575757575757575
42,0.5151515151515151
462,0.11515151515151514
289,0.21212121212121213
429,0.13636363636363633
413,0.14545454545454542
536,0.01818181818181816
79,0.4242424242424242
532,0.033333333333333326
43,0.5151515151515151
401,0.15151515151515152
509,0.07272727272727272
259,0.23575757575757575
274,0.22424242424242422
288,0.21212121212121213
478,0.103030303030303
441,0.12727272727272723
203,0.2727272727272727
282,0.21818181818181817
6,0.7272727272727273
255,0.23636363636363636
485,0.09696969696969696
144,0.33333333333333326
190,0.2848484848484848
543,0.0
469,0.1090909090909091
118,0.36363636363636365
162,0.32121212121212117
404,0.1509090909090909
393,0.15151515151515152
218,0.2666666666666666
223,0.2606060606060606
271,0.22424242424242422
474,0.10606060606060605
355,0.17515151515151514
